FY,DEPARTMENT_NAME,PROGRAM_NAME,ACTIVITY_NAME,PROGRAM_OBJECTIVE,ACTIVITY_OBJECTIVE,ACTIVITY_DESCRIPTION,CORE_SERVICES,SEMICORE_SERVICES,OTHER_SERVICES,CONTACT_INFO,MEASURE_NAME,MEASURE_DESCRIPTION,KEY_PERFORMANCE,DASHBOARD_IND,LEVEL_NAME,MEASURE_TYPE_NAME,CURRENT_YR_PROJECTION,PRIOR_YR1_PROJECTION,PRIOR_YR1_ACTUAL,PRIOR_YR2_ACTUAL,PRIOR_YR3_ACTUAL,PRIOR_YR4_ACTUAL,FREQUENCY_NAME,OCT_CURRENT_YR,NOV_CURRENT_YR,DEC_CURRENT_YR,JAN_CURRENT_YR,FEB_CURRENT_YR,MAR_CURRENT_YR,APR_CURRENT_YR,MAY_CURRENT_YR,JUN_CURRENT_YR,JUL_CURRENT_YR,AUG_CURRENT_YR,SEP_CURRENT_YR,QTR1_CURRENT_YR,QTR2_CURRENT_YR,QTR3_CURRENT_YR,QTR4_CURRENT_YR
2021,SWS,Litter Abatement,Litter Abatement,"ARR's Litter Abatement service removes litter and garbage materials from city streets and thoroughfares, removes dead animals from public rights of way, and provides street cleaning to prevent contaminants from polluting Austin?s creeks and waterways. This service includes Street and Boulevard Sweeping, Dead Animal Collection, and Litter Control programs.","The purpose of Litter Abatement is to remove litter and dumped materials from public property for citizens of Austin and provide street cleaning services to the citizens of Austin so they can have a cleaner city, cleaner streets and improved water quality.","Litter Control is a core activity. The legal mandates for this activity are the Texas Constitution Article XI, section 5, and the Health and Safety Code of Texas Environmental Laws Chapters 365, 342.004 and 342.021(b). Litter Control is made up of separate but related services. Animal disposal, which is the removal of dead animals from City-owned property, right-of-ways, and from the City's animal shelter and transportation to a landfill; nightly cleanup of sidewalks and emptying of public trash receptacles in the downtown district, including flushing alleys, which is coordinated with street sweepers; and cleanup of illegal dumps on public right-of-ways, as needed. Street Cleaning is a core activity. The legal mandates for this activity are the Texas Constitution Article XI, section 5, City Code 15-6-1 and 15-6-2 and a permit from the NPDES. The City's street sweeping program removes debris and contaminants from the downtown district daily, boulevards monthly and residential neighborho","Dead animal collection; Litter collection; Illegal dumping clean-up; Downtown litter collection; Special events/requests; Street sweeping of residential streets, boulevards, and the central business district; Clean Austin Program.",,,"Amy Slagle, Division Manager, 512-974-4302",Percent of Dead Animals Collected Within One Business Day,Percent of Dead Animals collected within one business day. Closure of Service Request does mean that corrective action has taken place or request has been resolved.,No,No,Operational,Output,95,95,82,89,86,88.5,Monthly,80,86,81,0,0,0,0,0,0,0,0,0,,,,
2021,SWS,Collection Services,Recycling Collection,"Collection Services provides diversion opportunities and waste collection services to ARR customers. Primary goals include minimizing landfill impacts and providing efficient material management. This service includes Brush and Bulk Collection, Trash Collection, Compost Collection, and Recycling Collection activities.",The purpose of the Recycling Collection activity is to provide recycling services to the community in order to divert waste from landfills.,"Recycling Collection is a semi-core activity. The legal mandates for this activity are the Texas Constitution Article XI, section 5 and City Code Chapter 12-3-4. The recycling pilot program began in 1982, which lead to the City-wide implementation in 1989. The original materials collected were newspaper, cardboard, tin, aluminum, glass, and magazines were added in the fall of 1993. Plastic milk jugs and soda bottles were added in the winter of 1994. Additional materials were diverted by increasing the types of materials in the recycling stream. Junk mail and additional plastics were added in 1996. In addition, the program experienced an 11% increase in February of 1997 when the extra garbage stickers were introduced. Recycling is currently collected on a bi-weekly schedule and serviced through a cart collection system.",,Residential recycling collection.,,"Ron Romero, Division Manager, 512-974-4353",Average Pounds of Recycled Materials Collected per Customer Account per Week,Average pounds of recycled materials collected per customer account per week,No,No,Operational,Output,11.72,11.51,11.93,11.34,11.39,11.69,Monthly,11.79,11.71,13.11,0,0,0,0,0,0,0,0,0,,,,
2021,LIB,Support Services,Departmental Support Services,The purpose of the Support Services program is to provide administrative and managerial support to the department.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,"This activity includes the Library's Office of the Director, Administrative office management and support, volunteer services and intradepartmental mail services.",Office of the Director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility management; IT support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit/internal review; Contract management.,,,"Victoria Rieger, Financial Manager, 512-974-7446",Library expenditures per capita,Activity measure based on total  library expenditures (all activities) and population figures for the specified period,No,No,Operational,Efficiency,58.96,55.43,52.97,53.2,52.34,48.21,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,POLIC,Operations Support,Communications,"The purpose of the Operations Support program is to provide intake and processing of police calls for service, forensic analysis, victim services, and fleet, equipment and facility maintenance services to APD employees and the public so that police service can be delivered effectively.",The purpose of the Communications activity is to receive and process emergency and non-emergency calls for police service from the public in order to provide police assistance to persons in need and support police personnel in the delivery of that service.,"Communications is a core activity. The activity is mandated by Chapter 771 of the Health and Safety Code. The Austin Police Department's Emergency 9-1-1 center was established in 1982 as a primary Public Safety Answering Point (PSAP). Police Communications receives all calls requesting Police, Fire or EMS assistance within the city limits of Austin. Call takers ask pertinent questions and enter information for police dispatch, or transfer calls for other PSAPs. A 3-1-1 non-emergency call system was implemented September, 2001. The 3-1-1 System was operated by the police department until 2007 when it was transitioned to a citywide non-emergency 3-1-1 call system.",Response to and direction of emergency and non-emergency incoming calls; Radio communications; Response to warrant checks and other inquiries from outside law enforcement agencies.,,,"Nick Wright, Communications Commander, 512-974-0947",Response time to dispatch EMERGENCY and URGENT calls,This is a weighted average of the time that it takes to dispatch Priority 0 and Priority 1 calls.,No,No,Operational,Result,1.09,1.05,1.12,1.13,1.11,1.02,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,1.28,,,
2021,FIRE,Fire / Emergency Response,Emergency Operations,"Fire/Emergency Response aims to control and extinguish fires in the shortest amount of time with minimal loss of life or property, as well as provide first-in medical response, rescue services and hazardous materials response.","The purpose of Emergency Operations is to quickly control and extinguish fires with little or no loss of life or property, and to provide medical first response, rescue services, and hazardous materials response.","Combat Operations is a core service of the Austin Fire Department. The service is mandated by the City Charter, 1916, the Texas Department of Health Code for emergency medical responses, and 49 CFR 1910.120.  A paid fire department was established by election in April, 1916.  Since then, Fire Department personnel have responded to emergency calls for fire suppression, hazardous materials mitigation, rescue and emergency medical first response and mutual aid. Combat Operations also includes the Special Operations function which formulates and plans responses to Weapons of Mass Destruction (WMD) threats. It also includes specialized rescue operations such as water, high-angle, hazardous materials incidents and other specialized responses.  Aircraft firefighting and rescue services for regular flight operations began with the opening of the Austin/Bergstrom International Airport (ABIA) in May 1999 and is mandated by CFR 49.139 and Texas Govt. Code Title 4, subtitle B, Chapter 419.",Fire response; Medical first response; Search and rescue; Hazardous materials mitigation,Smoke alarm installations.,,"Richard Davis, Assistant Chief, 512-974-0130",Number of fire incidents found on arrival,Number of incidents where the situation found was a fire.,No,No,Operational,Output,2500,2500,2511,2283,2540,2505,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,750,,,
2021,WWW,"Environmental, Planning, and Development Services",Utility Development Services,"To provide responsible and effective resource and infrastructure planning and environmental leadership to support Austin Water?s goals of ensuring safe, affordable, sustainable and reliable water and wastewater utility services to the community.","The purpose of the Utility Development Services (UDS) Division is to review engineering plans, tap plans, and service extension requests (SERs) from developers and landowners to assist them in obtaining water, wastewater, and reclaimed water utility services for existing and future development while meeting Austin City Code and TCEQ rules and regulations; regulate on-site sewage facilities and private wastewater laterals to protect the public's health and safety; and perform contract negotiations and customer management services for Austin Water to assist developers, municipalities, districts, corporations, and other entities with the provision of contracted City water and wastewater service","Analysis of development-related service extensions and on-site sewage facilities; Enforcement of on-site sewage facility and private wastewater lateral ordinances; Management of  wholesale and major large volume customer contracts; Technical support for pipeline infrastructure and related systems throughout its design, installation, and maintenance phases.","Engineering review for site plans, subdivisions, planned unit developments, zoning cases, development assessments, construction plans and tap plans, along with applications for service extensions requests, on-site sewage facilities, and alternative wastewater collection systems; Enforcement of the private wastewater lateral ordinance and the on-site sewage facilities ordinance; Wholesale- and large-volume contract and customer relationship management.",,,"Bart Jennings, Manager, 512-972-0118",Number of site plan and subdivision reviews performed by AW UDS staff,Number of total site plan and subdivision applications reviewed by AW UDS representatives,No,No,Operational,Output,2400,2200,1796,2018,1907,2705,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,HHS,Disease Prevention & Health Promotion,"Immunizations, Chronic Disease and Injury Prevention",The purpose of the Disease Prevention & Health Promotion program is to provide disease monitoring and preventive health services for the public in order to optimize their health and well being.,"The purpose of the Immunizations, Chronic Disease and Injury Prevention activity is to eliminate vaccine preventable diseases by providing access to affordable, convenient, and quality immunization services, and to prevent chronic disease and injury which account for 70% of all deaths in Travis County.",,"Vaccinations to infants, children, and adults to prevent diseases; education and training to diverse clients, community groups, and healthcare providers on vaccination and immunizations services; Support to 70 local Vaccines for Children Providers; Perinatal Hepatitis B Prevention; Tobacco prevention and control; Diabetes education; Promotion of healthy eating and physical activity; Worksite wellness and school initiatives; Healthy food access initiatives (mobile markets, healthy corner stores, and farm stands); Injury prevention with a focus on motor vehicle injury, drowning, falls, and safe sleep.",,,"Dr. Phillip Huang, Medical Director and Health Authority, 512-972-5408",Number of customer transactions for mobile markets,Number of customer transactions for APH-sponsored farm stands and mobile markets by contractors.,No,No,Operational,Output,3500,3500,5547,5791,5203,New Meas.,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,1135,,,
2021,SWS,Support Services,Departmental Support Services,"Support Services provides leadership, planning, and support necessary to achieve the goals and objectives of the Department. This program contains Office of the Director, Financial Monitoring and Budgeting, Accounting, Purchasing and Contract Management, Human Resources, Facilities Expenses, Information Technology Support, Public Information, Utility Billing, and Quality Assurance divisions.",The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,"The Departmental Support Services activity will provide the leadership, planning and support necessary to achieve the goals and objectives of the Austin Resource Recovery Department. This activity tracks the cost of general administrative expenses which do not appropriately belong in any other administration activity or for which costs cannot be accurately distributed. In FY 2011, all support functions were moved into this activity.",Office of the Director; Financial monitoring and budgeting; Accounting; Purchasing; Human resources; Facilities expenses; Information technology support; Public information; Grant administration; Inventory control; Audit/internal review; Contract management; Quality assurance; Utility billing.,,,"Tammie Williamson, Assistant Director 512-974-1997",Lost Time Injury Rate Per the Equivalent of 100 Employees,Measures the rate of injuries per the equivalent of 100 employees. Formula for this measure was created by the National Safety Council and is an industry norm.,Yes,No,Performance,Result,1.09,0,6.32,2.03,.24,.95,Monthly,2.64,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,HHS,Community Services,Neighborhood Services,The purpose of Community Services is to build strong communities by enriching quality of life for individuals and families.,"The purpose of the Neighborhood Services activity is to provide basic needs, case management, and other essential services to low-income persons in order to meet their immediate basic needs. These services are provided through various neighborhood centers or other City facilities throughout the community.",,"Basic needs services, including food and clothing distribution, information and referral services, notary services, transportation, school supplies, and infant car seat education and distribution; Preventive health services, including health screenings, pregnancy testing, lead poison testing and education, and health promotion presentations; Case management services, including individual/family support counseling, and crisis intervention; Employment support services, including job readiness training, job placement assistance, and job retention services.",,,"Angel Zamrano, APH Manager, 512-972-6750",Number of unduplicated households receiving case management through Neighborhood Services Unit,New households enrolled in case management services with a Neighborhood Center social worker during a calendar month.,No,No,Operational,Output,150,300,129,171,253,303,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,10,,,
2021,POLIC,Neighborhood-Based Policing,Community Partnerships,"The purpose of the Neighborhood Policing program is to provide immediate police service, criminal investigations, and collaborative problem solving initiatives to the community so the community can feel safe and be safe.","The purpose of the Community Partnerships activity is to establish partnerships and provide collaborative problem solving opportunities, neighborhood services, and education to residents so that together police and citizens can improve safety, the perception of safety and neighborhood quality of life.",Community Partnerships is a core activity. The activity is mandated by Article 2.13 of the Code of Criminal Procedure; Chapter 683 of the Transportation Code; and Chapter 10-3 of the City Code.,Partnerships; Public education; Outreach to youth; Community events; Volunteer support.,,,"Brian Manley, Interim Chief of Police, 512-974-5030",Percent of residents who feel safe downtown during the day,Measure of community's level of safety in the DT area,No,No,Operational,Result,No Goal,No Goal,No Data,65,76,78,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,CCTR,Event Operations,Garage services,"Event Operations provides event services, such as sales and contracting, planning and coordination, security and safety, facility and event set-up and operations, parking management, and utility and technology services to users of the facility to ensure their event is successful.","The purpose of the Parking Management activity is to manage parking resources and provide excellent customer service for event attendees and customers so they can have accessible, clean and convenient parking in ACCD garages.","There is no legal mandate for this activity. Responsible for management of the Austin Convention Center's parking facilities. Parking facilities include three parking garages owned by the Department. The 1,100-space 2nd St. Garage was purchased by the City of Austin in 1981; the 1,200-space Palmer Events Center garage was built by the Department in 2002; the 685-space 5th St. garage was built by the Department in 2005.","Parking requirements for events and customers; Revenue controls for all paid parking operations; Clean, well-lit and well-maintained facilities.",,,"Hays Thompson, Manager, Events & Exhibitor Services, 512-404-4262",Garage Services satisfaction rating,Please rate your experience:Professionalism of Garage services staff.Garage hours of operation.,No,No,Operational,Output,4.55,4.55,4.81,4.78,4.79,4.73,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021,POLIC,Operations Support,Communications,"The purpose of the Operations Support program is to provide intake and processing of police calls for service, forensic analysis, victim services, and fleet, equipment and facility maintenance services to APD employees and the public so that police service can be delivered effectively.",The purpose of the Communications activity is to receive and process emergency and non-emergency calls for police service from the public in order to provide police assistance to persons in need and support police personnel in the delivery of that service.,"Communications is a core activity. The activity is mandated by Chapter 771 of the Health and Safety Code. The Austin Police Department's Emergency 9-1-1 center was established in 1982 as a primary Public Safety Answering Point (PSAP). Police Communications receives all calls requesting Police, Fire or EMS assistance within the city limits of Austin. Call takers ask pertinent questions and enter information for police dispatch, or transfer calls for other PSAPs. A 3-1-1 non-emergency call system was implemented September, 2001. The 3-1-1 System was operated by the police department until 2007 when it was transitioned to a citywide non-emergency 3-1-1 call system.",Response to and direction of emergency and non-emergency incoming calls; Radio communications; Response to warrant checks and other inquiries from outside law enforcement agencies.,,,"Nick Wright, Communications Commander, 512-974-0947",Total police response time for EMERGENCY and URGENT calls,"This is a weighted average of the aggregate of the call-taker time, dispatch time, and the time it takes an officer to arrive on-scene.",Yes,Yes,Performance,Result,8.24,8.1,8.45,8.53,8.4,8.17,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,9.21,,,
2021,SWS,Collection Services,Organics Collection and Processing,"Collection Services provides diversion opportunities and waste collection services to ARR customers. Primary goals include minimizing landfill impacts and providing efficient material management. This service includes Brush and Bulk Collection, Trash Collection, Compost Collection, and Recycling Collection activities.","The purpose of the Organics Collection and Processing activity is to provide ARR residential customers a weekly opportunity to dispose of food waste, grass clippings, leaves, and small branches from typical residential lawn care at the curb.","Organics Collection and Processing is a semi-core activity. The legal mandates for Yard Trimmings collection are the Texas Constitution Article XI, section 5 and City Code Chapter 12-3-4. This activity was previously part of the Trash Collection Activity. During FY 1997-98 the two programs were reorganized into separate units. As a result of this reorganization, the service day for all Yard Trimmings Collection customers was moved from Monday to their regular Trash and Recycling service day.",Yard trimmings collection; Brush collection; Brush processing; Curbside compost collection expansion.,,,"Amy Slagle, Division Manager, 512-974-4302",Average Pounds of Yard Trimmings/Curbside Compost Collected per Customer Account per Week,Average pounds of yard trimmings and curbside compost collected per week per household. Sub-measures include Total tons of yard trimmings collected and number of yard trimmings collections customers.,No,No,Operational,Output,8.53,7.09,9.05,7.13,6.25,6.84,Monthly,7.51,10.75,10.7,0,0,0,0,0,0,0,0,0,,,,
2021,SWS,Collection Services,Organics Collection and Processing,"Collection Services provides diversion opportunities and waste collection services to ARR customers. Primary goals include minimizing landfill impacts and providing efficient material management. This service includes Brush and Bulk Collection, Trash Collection, Compost Collection, and Recycling Collection activities.","The purpose of the Organics Collection and Processing activity is to provide ARR residential customers a weekly opportunity to dispose of food waste, grass clippings, leaves, and small branches from typical residential lawn care at the curb.","Organics Collection and Processing is a semi-core activity. The legal mandates for Yard Trimmings collection are the Texas Constitution Article XI, section 5 and City Code Chapter 12-3-4. This activity was previously part of the Trash Collection Activity. During FY 1997-98 the two programs were reorganized into separate units. As a result of this reorganization, the service day for all Yard Trimmings Collection customers was moved from Monday to their regular Trash and Recycling service day.",Yard trimmings collection; Brush collection; Brush processing; Curbside compost collection expansion.,,,"Amy Slagle, Division Manager, 512-974-4302",Total Tons of Brush Collected,Tons of brush collected curbside from scheduled collections and special requests.,No,No,Operational,Output,6700,7373,3323,6447,6292,7367,Monthly,506,413,473,0,0,0,0,0,0,0,0,0,,,,
2021,EGRS,Redevelopment,Redevelopment Services,"Redevelopment provides project management, implementation, and information services that foster vibrant places of commerce, culture and residences for Austin?s diverse community.",The Redevelopment Division carries out its place-based activities through repositioning of underutilized City-owned properties into partnerships with private developers to deliver real estate projects that provide important community benefits; organizing merchant districts and managing other incentive mechanisms invest in projects located in urban district and commercial corridors that contribute to ?complete communities?; and supporting program and policy formation in support of the Department mission and goals.,This activity is Semi-Core. No legal mandate. This activity was broken out separately in FY03 to account for redevelopment project management activities.,"Maintenance & Operation public improvement district management; Negotiation and execution of master development agreements for Colony Park Sustainable Communities,  McKalla Place/ Major League Soccer stadium development, Green Water Treatment Plant, Mueller, 2nd Street Retail District; Solicit, negotiate and administer public-private agreements for underutilized City-owned property","Facilitate policy formation related to land development, incentives, permitting process to deliver equitable development; Urban core studies.",,"Christine Maguire,Division Manager, 512-974-7131",New commercial square feet on repositioned City owned land,Estimated new commercial square feet that has received permits for occupancy over the prior year on repositioned City owned land that are being redeveloped through master development agreements.,No,No,Operational,Output,425000,0,305730,13754,487431,371617,Annually,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,SWS,Waste Diversion,Diversion Facilities,"ARR's Waste Diversion work encourages, educates and regulates the Austin community in order to divert materials to their highest and best use through the Business Outreach Team, Zero Waste Program Development, and Recycling Economic Development. ARR also provides specialized waste diversion and disposal services through the Resource Recovery Center and Household Hazardous Waste Facility, to ensure materials are managed to protect the environment and conserve resources.","The purpose of the Diversion Facilities activity is to provide City of Austin and Travis County residents proper disposal of hazardous materials and technical assistance. In addition, facilities are equipped to recycle, reuse or repurpose other materials in order to divert waste from the landfill.",,,Recycling and reuse drop-off center (includes Resource Recovery Center and Household Hazardous Waste facility); Hazardous waste collection and disposal; Paint reblending; Home pickup for disabled and elderly.,,"Donald Hardee, Division Manager, 512-974-4345",Tons of Household Hazardous Waste (HHW) Materials Received per HHW Employee,Tons of materials received per Household Hazardous Waste Program FTE's assigned to process those materials. Resource Recovery Drop Off Center (RRDOC) encompasses both Resource Recovery Center (RRC) and HHW programs. Only HHW activities captured here,No,No,Operational,Output,121,140,74.27,124.24,124.56,117.03,Monthly,7.44,6.9,6.04,0,0,0,0,0,0,0,0,0,,,,
2021,SWS,Waste Diversion,Diversion Facilities,"ARR's Waste Diversion work encourages, educates and regulates the Austin community in order to divert materials to their highest and best use through the Business Outreach Team, Zero Waste Program Development, and Recycling Economic Development. ARR also provides specialized waste diversion and disposal services through the Resource Recovery Center and Household Hazardous Waste Facility, to ensure materials are managed to protect the environment and conserve resources.","The purpose of the Diversion Facilities activity is to provide City of Austin and Travis County residents proper disposal of hazardous materials and technical assistance. In addition, facilities are equipped to recycle, reuse or repurpose other materials in order to divert waste from the landfill.",,,Recycling and reuse drop-off center (includes Resource Recovery Center and Household Hazardous Waste facility); Hazardous waste collection and disposal; Paint reblending; Home pickup for disabled and elderly.,,"Donald Hardee, Division Manager, 512-974-4345",Tons of Non-HHW Materials Received per Resource Recovery Center FTE,Tons of non-HHW materials received per Resource Recovery Center Program FTE assigned to process those materials. Resource Recovery Drop Off Center (RRDOC) encompasses both Resource Recovery Center (RRC) and HHW programs. Only RRC activities captured here,No,No,Operational,Output,320,325,143.24,250.95,283.78,234.41,Monthly,12.71,17.99,16.96,0,0,0,0,0,0,0,0,0,,,,
2021,DSD,Building Plan Review and Inspections,Expedited Building Plan Review,"The Building Plan Review and Inspections program comprises several functions within Development Services. Building Plan Review provides comprehensive review services to citizens and developers to ensure that structures are in compliance with zoning and other development regulations and meet minimum health and safety standards. Building and trade inspections function is to safeguard the public?s life, health, safety and welfare.  Keeping track of permits along with a contractor?s license and registration also provides safety to the public.",,,,,,,Percent of Expedited reviews approved on Cycle 1.,This will be a monthly measure that includes all assigned Expedited review processes. Data will be pulled from AMANDA and covers both commercial and residential sectors.,No,No,Operational,Output,70,75,73.1,New Meas.,New Meas.,New Meas.,Monthly,71,68,70,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,HHS,Environmental Health Services,Health and Safety Code Compliance,The purpose of the Environmental Health Services program is to provide protection and enforcement services to the public in order to minimize environmental and consumer health hazards.,The purpose of Health and Safety Code Compliance is to provide protection and enforcement services to the public in order to minimize environmental and consumer health hazards.,,"Permit issuance and inspections of all food establishments and swimming pools/spas; permit issuance and inspections of temporary food events, farmers markets, mobile food vendors; environmental complaint investigation, compliance, and enforcement; recreational water sampling and quality monitoring; rodent and vector surveillance and control consultations; public health education and outreach; disease outbreak investigations; compliance coordination with courts; public health preparedness; custodial care inspections; food manager certificate issuance.",,,"Don Hastings, Assistant Director, 512-972-5128",Total number of food permits issued,"Total number of food permits issued including new farmers markets and mobile vending for city, county and ILA's.",No,No,Operational,Output,14000,13500,11801,13866,13561,14485,Monthly,783,717,976,0,0,0,0,0,0,0,0,0,,,,
2021,BUILD,Support Services,Departmental Support Services,"The purpose of the Support Services program is to provide operational support, planning, and leadership to the department that are necessary to achieve the goals and objectives of the Department.",The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the Department in order to produce more effective services.,,"Office of the director; Financial monitoring; Budgeting; Accounting; Purchasing; Human resources; Facility expenses; Information technology support; Public information; Vehicle and equipment maintenance; Grant administration; Safety; Customer service; Inventory control; Audit/internal review, Contract management.",,,"David Acuna, Chief Administrative Officer, 512-974-3960","% of under 5,000 competitive procurement awards to certified WBE vendors",This measure provides for the percent of WBE awards which assists the City in the WBE contract awarding.,No,No,Operational,Result,No Goal,No Goal,No Data,No Data,2.43,38.19,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2021,HR,Human Resources Management Services,Employee and Labor Relations,"The purpose of the Human Resources Management Services program is to engage, attract, develop, support, and retain the best workforce in the country for City management so that they can serve the citizens of Austin.",The purpose of the Employee and Labor Relations activity is to develop and enforce appropriate standards so that human resources are managed effectively.,"In 2012, the Employee Relations, Quality Assurance and Civil Services Management activities were grouped under the new Employee and Labor Relations activity under the program Human Resources Management Services, to reflect better alignment and the array of multi-faceted human resources services the department provides.",Development; Administration and compliance; Quality assurance reviews; HR governance; Municipal Civil Service; Examination/assessment centers; Civil Service records management; Hearings administration; Meet & Confer and Collective Bargaining support & contract management,Technical assistance.,,"Rebecca Kennedy, Interim Assistant Director, 512-974-3293",Employee ratings of personnel policy administration,Percentage of City employees who are satisfied with the personnel policy administration offered to City employees,No,No,Performance,Result,No Goal,66,66,65,No Data,65,Annually,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,AE,Electric System Delivery,Distribution Services,"To build, operate and maintain the transmission and distribution systems in the Austin Energy service territory in order to provide clean, reliable and affordable electric service to our customers.","The purpose of the Distribution Services activity is to provide construction, operations and maintenance of the Distribution System in Austin Energy's service territory.",,"Design, engineering, and construction of both overhead and underground lines, transformers, feeders, streetlights and other associated equipment; Tree trimming; System restoration.",,,"Dan Smith, Vice President, Electric Service Delivery, 512 505-7009",System Average Interruption Frequency Index (SAIFI) (electricity outage frequency),The average number of times a customer's service is interrupted during the fiscal year,Yes,Yes,Performance,Efficiency,.69,.69,.68,.94,.62,.8,Monthly,0.64,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,HHS,One Stop Shop,"Inspection, Review, and Support",The purpose of the One Stop Shop is to consolidate the process of land development permitting and assistance into a single location in order to create a more efficient development process for the community.,"The purpose of Inspection, Review, and Support is to provide development services and assistance to the Citywide, consolidated One Stop Shop so that the community has an efficient and effective development process.",,"Commercial building plan review for food enterprises, public swimming pools/spas, and certificate of occupancy and Change of Ownership inspections.",,,"Joseph Meier, Division Manager, 512-974-6559",Number of initial plan reviews submitted for health review at One Stop Shop,"The number indicates the demand for initial plan reviews for new and remodeled, fixed food establishment, pool, spa, and PIWFF facilities submitted to One Stop Shop in the City of Austin.",No,No,Operational,Demand,450,525,333,463,495,493,Monthly,34,18,15,0,0,0,0,0,0,0,0,0,,,,
2021,HHS,Environmental Health Services,Health and Safety Code Compliance,The purpose of the Environmental Health Services program is to provide protection and enforcement services to the public in order to minimize environmental and consumer health hazards.,The purpose of Health and Safety Code Compliance is to provide protection and enforcement services to the public in order to minimize environmental and consumer health hazards.,,"Permit issuance and inspections of all food establishments and swimming pools/spas; permit issuance and inspections of temporary food events, farmers markets, mobile food vendors; environmental complaint investigation, compliance, and enforcement; recreational water sampling and quality monitoring; rodent and vector surveillance and control consultations; public health education and outreach; disease outbreak investigations; compliance coordination with courts; public health preparedness; custodial care inspections; food manager certificate issuance.",,,"Don Hastings, Assistant Director, 512-972-5128",Total number of pool and spas permits issued,"The count of all pool and spas permits issued from city, county and ILA's.",No,No,Operational,Output,2000,1900,2031,1997,1958,1957,Monthly,119,119,184,0,0,0,0,0,0,0,0,0,,,,
2021,CCTR,Support Services,Departmental Support Services,Support Services provides administrative and managerial support to the department.,The purpose of the Departmental Support Services activity is to provide administrative and managerial support to the department in order to produce more effective services.,None,Budgeting; Accounting; Purchasing; Human resources; Information technology support; Customer service.,,,"Carla Steffen, Deputy Director, 512-404-4014",Clients recommending the facility,Clients indication that they will recommend the facility.,No,No,Performance,Result,4.75,4.75,4.93,99,98.1,98,Quarterly,0,0,0,0,0,0,0,0,0,0,0,0,5,,,
2021,SWS,Collection Services,Organics Collection and Processing,"Collection Services provides diversion opportunities and waste collection services to ARR customers. Primary goals include minimizing landfill impacts and providing efficient material management. This service includes Brush and Bulk Collection, Trash Collection, Compost Collection, and Recycling Collection activities.","The purpose of the Organics Collection and Processing activity is to provide ARR residential customers a weekly opportunity to dispose of food waste, grass clippings, leaves, and small branches from typical residential lawn care at the curb.","Organics Collection and Processing is a semi-core activity. The legal mandates for Yard Trimmings collection are the Texas Constitution Article XI, section 5 and City Code Chapter 12-3-4. This activity was previously part of the Trash Collection Activity. During FY 1997-98 the two programs were reorganized into separate units. As a result of this reorganization, the service day for all Yard Trimmings Collection customers was moved from Monday to their regular Trash and Recycling service day.",Yard trimmings collection; Brush collection; Brush processing; Curbside compost collection expansion.,,,"Amy Slagle, Division Manager, 512-974-4302",Percent of Residential Brush and Bulk Collected on Time,Identifies the percent of brush and bulk service points that were collected within the assigned service week.,No,No,Operational,Result,99.78,99.731,99.91,99.73,99.76,99.77,Monthly,99.94,99.76,99.78,0,0,0,0,0,0,0,0,0,,,,
